
Host: G5

Timers On : Sun Mar 12 00:00:01 2023
Timers Off: Sun Mar 12 00:00:06 2023

Wall Time:        4.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | | | JK: K2                      :      0.000u      0.000s      0.019w     10 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     10 calls
| HF: Form F                        :      0.000u      0.000s      0.000w     10 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     10 calls
| HF: DIIS                          :      0.000u      0.000s      0.018w      9 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.003w      9 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.003w      9 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.002w      9 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.000w      9 calls
| | | New vector                    :      0.000u      0.000s      0.001w      9 calls
| HF: Form C                        :      0.000u      0.000s      0.015w      9 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      0.417w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.037w      4 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.003w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.002w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.001w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      0.263w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.016w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.100w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      0.265w      1 calls

**************************************************************************************

Host: G5

Timers On : Sun May 21 13:43:05 2023
Timers Off: Sun May 21 13:43:52 2023

Wall Time:       46.78 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s      1.139w      1 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.144w     11 calls
JK: (A|mn)                          :      0.000u      0.000s      0.088w      1 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s      0.039w      1 calls
JK: (Q|mn)                          :      0.000u      0.000s      0.048w      1 calls
HF: Form core H                     :      0.000u      0.000s      0.060w      3 calls
HF: Form S/X                        :      0.000u      0.000s      0.005w      3 calls
HF: Guess                           :      0.000u      0.000s      0.105w      3 calls
SAD Guess                           :      0.000u      0.000s      0.102w      3 calls
HF: Form G                          :      0.000u      0.000s      0.843w     31 calls
JK: D                               :      0.000u      0.000s      0.001w     31 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w     31 calls
JK: JK                              :      0.000u      0.000s      0.839w     31 calls
JK: J                               :      0.000u      0.000s      0.069w     31 calls
JK: J1                              :      0.000u      0.000s      0.034w     31 calls
JK: J2                              :      0.000u      0.000s      0.034w     31 calls
JK: K                               :      0.000u      0.000s      0.739w     31 calls
JK: K1                              :      0.000u      0.000s      0.657w     31 calls
JK: K2                              :      0.000u      0.000s      0.082w     31 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w     31 calls
HF: Form F                          :      0.000u      0.000s      0.001w     31 calls
HF: Form D                          :      0.000u      0.000s      0.000w     31 calls
HF: DIIS                            :      0.000u      0.000s      0.059w     28 calls
DIISManager::add_entry              :      0.000u      0.000s      0.009w     28 calls
DIISManager::extrapolate            :      0.000u      0.000s      0.011w     28 calls
bMatrix setup                       :      0.000u      0.000s      0.005w     28 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.001w     28 calls
New vector                          :      0.000u      0.000s      0.004w     28 calls
HF: Form C                          :      0.000u      0.000s      0.047w     28 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s      0.862w      1 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s      0.846w      1 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      0.448w      1 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.002w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.002w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.001w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      0.270w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.014w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.141w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      0.216w      1 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s      1.139w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.038w      2 calls
| JK: (A|mn)                        :      0.000u      0.000s      0.088w      1 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      0.039w      1 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.000w      1 calls
| JK: (Q|mn)                        :      0.000u      0.000s      0.048w      1 calls
| HF: Form core H                   :      0.000u      0.000s      0.019w      1 calls
| HF: Form S/X                      :      0.000u      0.000s      0.002w      1 calls
| HF: Guess                         :      0.000u      0.000s      0.035w      1 calls
| | SAD Guess                       :      0.000u      0.000s      0.034w      1 calls
| HF: Form G                        :      0.000u      0.000s      0.319w     11 calls
| | JK: D                           :      0.000u      0.000s      0.000w     11 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.000w     11 calls
| | JK: JK                          :      0.000u      0.000s      0.317w     11 calls
| | | JK: J                         :      0.000u      0.000s      0.024w     11 calls
| | | | JK: J1                      :      0.000u      0.000s      0.012w     11 calls
| | | | JK: J2                      :      0.000u      0.000s      0.012w     11 calls
| | | JK: K                         :      0.000u      0.000s      0.278w     11 calls
| | | | JK: K1                      :      0.000u      0.000s      0.236w     11 calls
| | | | JK: K2                      :      0.000u      0.000s      0.043w     11 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     11 calls
| HF: Form F                        :      0.000u      0.000s      0.000w     11 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     11 calls
| HF: DIIS                          :      0.000u      0.000s      0.020w     10 calls
