
Host: G5

Timers On : Mon Jun  3 21:13:00 2024
Timers Off: Mon Jun  3 21:13:20 2024

Wall Time:       19.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
HF: Form core H                     :      0.000u      0.000s      0.103w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w     20 calls
HF: Guess                           :      0.000u      0.000s      0.770w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.750w     20 calls
HF: Form G                          :      0.000u      0.000s      0.058w    272 calls
| JK: D                             :      0.000u      0.000s      0.002w    272 calls
| JK: USO2AO                        :      0.000u      0.000s      0.005w    272 calls
| JK: JK                            :      0.000u      0.000s      0.045w    272 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.045w    272 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    272 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.012w    272 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.027w    272 calls
| JK: AO2USO                        :      0.000u      0.000s      0.002w    272 calls
HF: Form F                          :      0.000u      0.000s      0.002w    272 calls
HF: Form D                          :      0.000u      0.000s      0.002w    272 calls
HF: DIIS                            :      0.000u      0.000s      1.265w    252 calls
HF: Form C                          :      0.000u      0.000s      0.117w    252 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 20:34:28 2024
Timers Off: Wed Jun  5 20:34:42 2024

Wall Time:       13.62 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.036w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.032w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.744w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.086w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.064w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.746w     20 calls
SAD Guess                           :      0.000u      0.000s      0.726w     20 calls
HF: Form G                          :      0.000u      0.000s      0.056w    272 calls
JK: D                               :      0.000u      0.000s      0.002w    272 calls
JK: USO2AO                          :      0.000u      0.000s      0.005w    272 calls
JK: JK                              :      0.000u      0.000s      0.044w    272 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.043w    272 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    272 calls
DFH: compute_J                      :      0.000u      0.000s      0.011w    272 calls
DFH: compute_K                      :      0.000u      0.000s      0.027w    272 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w    272 calls
HF: Form F                          :      0.000u      0.000s      0.002w    272 calls
HF: Form D                          :      0.000u      0.000s      0.002w    272 calls
HF: DIIS                            :      0.000u      0.000s      1.257w    252 calls
HF: Form C                          :      0.000u      0.000s      0.120w    252 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.036w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.014w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.744w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.018w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.086w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.011w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.064w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.746w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.726w     20 calls
HF: Form G                          :      0.000u      0.000s      0.056w    272 calls
| JK: D                             :      0.000u      0.000s      0.002w    272 calls
| JK: USO2AO                        :      0.000u      0.000s      0.005w    272 calls
| JK: JK                            :      0.000u      0.000s      0.044w    272 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.043w    272 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    272 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.011w    272 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.027w    272 calls
| JK: AO2USO                        :      0.000u      0.000s      0.002w    272 calls
HF: Form F                          :      0.000u      0.000s      0.002w    272 calls
HF: Form D                          :      0.000u      0.000s      0.002w    272 calls
HF: DIIS                            :      0.000u      0.000s      1.257w    252 calls
HF: Form C                          :      0.000u      0.000s      0.120w    252 calls
